"Season","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility"
"2024","Jalen","Waddy","LB","Texas A&M","","2023-09-18T11:54:00.000Z","","","Immediate"
"2024","Gavin","Rupp","QB","Rutgers","","2023-09-14T17:39:00.000Z","","2","Immediate"
"2024","Tyler","Devera","TE","New Mexico State","","2023-09-11T17:40:00.000Z","","3","Immediate"
"2024","Matt","Reardon","ATH","Miami (OH)","Youngstown State","2023-12-22T21:39:00.000Z","","3","Immediate"
"2024","Simeon","Barrow Jr.","DL","Michigan State","","2023-10-24T17:09:00.000Z","","3","Withdrawn"
"2024","Conner","Maynard","P","Appalachian State","","2023-12-18T15:31:00.000Z","","","Immediate"
"2024","Tyler","Shough","QB","Texas Tech","Louisville","2023-11-19T22:51:00.000Z","0.87","3","Immediate"
"2024","Gamarion","Carter","WR","Vanderbilt","Middle Tennessee","2023-12-04T16:56:00.000Z","","3","Immediate"
"2024","Jax","Van Zandt","LB","North Texas","UAB","2023-12-04T16:46:00.000Z","","3","Immediate"
"2024","Trey","Cleveland","WR","North Texas","Abilene Christian","2023-12-07T20:38:00.000Z","","3","Immediate"
"2024","Luca","Rodarte","LS","Washington State","Nevada","2023-11-17T15:29:00.000Z","","","Immediate"
"2024","Blake","Austin","OT","Troy","","2024-03-06T06:00:00.000Z","","2","Immediate"
"2024","Marcus","Hicks","OT","Oklahoma","South Dakota State","2023-11-16T22:23:00.000Z","0.84","3","Immediate"
"2024","Will","James","S","Mississippi State","Southern Mississippi","2023-11-16T18:17:00.000Z","","3","Immediate"
"2024","DJ","McKinney","CB","Oklahoma State","Colorado","2024-01-02T06:00:00.000Z","0.88","3","Immediate"
"2024","Jake","Roberts","TE","Baylor","Oklahoma","2024-01-02T06:00:00.000Z","0.87","3","Immediate"
"2024","Nakai","Poole","WR","Mississippi State","James Madison","2023-11-16T17:12:00.000Z","0.86","3","Immediate"
"2024","Kobe","Singleton","CB","Liberty","Oregon State","2024-01-02T06:00:00.000Z","0.89","3","Immediate"
"2024","Tony","Grimes","CB","Texas A&M","UNLV","2024-01-02T01:01:00.000Z","0.87","3","Immediate"
"2024","Demetrius","Knight Jr.","LB","Charlotte","South Carolina","2024-01-01T06:00:00.000Z","0.91","4","Immediate"
"2024","Jacoby","Bellazar","WR","Mississippi State","Grambling","2023-11-16T00:11:00.000Z","","3","Immediate"
"2024","Beau","Gardner","LS","UCLA","","2023-12-20T17:11:00.000Z","","3","Immediate"
"2024","Ashton","Wolff","K","Colorado State","","2023-12-20T17:01:00.000Z","","2","Immediate"
"2024","Anthony","Enechukwu","S","Western Michigan","Gardner-Webb","2023-12-19T17:20:00.000Z","","3","Immediate"
"2024","Tyson","Mobley","WR","Coastal Carolina","Liberty","2023-12-05T14:39:00.000Z","","2","Immediate"
"2024","Torrie","Cox Jr.","CB","Ohio","","2023-12-17T20:01:00.000Z","","3","Withdrawn"
"2024","James","Bailey","IOL","Texas A&M","New Mexico","2023-12-04T21:30:00.000Z","","","Immediate"
"2024","Ryan","Kilburg","S","Western Michigan","Eastern Illinois","2023-12-04T21:28:00.000Z","","3","Immediate"
"2024","Jacoby","Jackson","OT","Texas Tech","Mississippi State","2023-12-17T19:18:00.000Z","0.86","3","Immediate"
"2024","Jaivion","Green","CB","Washington","Stanford","2024-01-10T14:42:00.000Z","0.86","3","Immediate"
"2024","Ben","Shellenback","OT","Tusculum","Florida International","2023-11-17T18:02:00.000Z","","","Immediate"
"2024","Jordan","Jones","LB","Georgia State","","2023-12-04T21:04:00.000Z","","3","Immediate"
"2024","Bryce","Bailey","WR","Middle Tennessee","","2023-11-29T22:46:00.000Z","","2","Immediate"
"2024","JJ","Guedet","OT","Minnesota","Illinois State","2023-11-29T16:39:00.000Z","","3","Immediate"
"2024","Will","Huggins","TE","Kansas","Pittsburg State","2023-12-04T18:17:00.000Z","","3","Immediate"
"2024","Tray","Dunson","LB","Gardner-Webb","UTEP","2023-12-20T23:51:00.000Z","","","Immediate"
"2024","Naquil","Betrand","OT","Texas A&M","Alabama","2023-12-20T23:50:00.000Z","0.88","3","Immediate"
"2024","Cort","Bradley","IOL","UAB","","2023-12-05T21:07:00.000Z","","2","Immediate"
"2024","Evan","Eller","LB","VMI","Wyoming","2023-11-20T06:00:00.000Z","","","Immediate"
"2024","Tristan","Armstrong","CB","UMass","Central Connecticut","2023-12-04T15:55:00.000Z","","2","Immediate"
"2024","Aiden","DeCorte","LS","Central Michigan","","2023-12-01T19:31:00.000Z","","","Immediate"
"2024","Tyrese","Chambers","WR","Maryland","","2023-12-20T23:30:00.000Z","","","Immediate"
"2024","Jordan","Herman","OT","Florida","Charlotte","2023-12-04T16:05:00.000Z","","","Immediate"
"2024","Zaylin","Wood","DL","Middle Tennessee","Vanderbilt","2023-11-28T16:06:00.000Z","0.87","3","Immediate"
"2024","Richard","Kinley II","EDGE","Middle Tennessee","Memphis","2023-11-28T16:05:00.000Z","","2","Immediate"
"2024","Phillip","Dunnam","S","Indiana","Florida Atlantic","2023-11-28T15:50:00.000Z","0.89","3","Immediate"
"2024","Donovan","Ollie","WR","Cincinnati","Colorado State","2023-11-28T15:28:00.000Z","","3","Immediate"
"2024","Tymere","Burton","LB","Charlotte","","2023-12-06T20:53:00.000Z","","","Immediate"
"2024","Torricelli","Simpkins III","IOL","North Carolina Central","South Carolina","2024-01-04T22:19:00.000Z","0.86","3","Immediate"
"2024","Nolan","Rucci","OT","Wisconsin","Penn State","2024-01-04T21:29:00.000Z","0.89","3","Immediate"
"2024","Jadarrius","Perkins","CB","Florida","Toledo","2023-09-08T17:43:00.000Z","0.85","3","Immediate"
"2024","Dominick","Hill","CB","Temple","Liberty","2024-01-04T20:13:00.000Z","","3","Immediate"
"2024","Jaylen","Garth","OT","Houston","UT San Antonio","2024-01-04T19:58:00.000Z","","4","Immediate"
"2024","John","Anderson","S","Charlotte","","2023-12-04T20:31:00.000Z","","3","Immediate"
"2024","Israel","Carter","QB","South Florida","","2024-01-04T18:26:00.000Z","","3","Withdrawn"
"2024","Ramon","Brown","RB","Maryland","","2023-12-11T21:39:00.000Z","","4","Immediate"
"2024","Josiah","Cox","S","Arizona State","New Mexico State","2024-01-04T18:16:00.000Z","","3","Immediate"
"2024","Anterio","Thompson","DL","Iowa","Western Michigan","2023-12-04T18:02:00.000Z","","3","Immediate"
"2024","Christion","Stokes","S","West Virginia","Findlay","2023-12-04T15:54:00.000Z","","3","Immediate"
"2024","Jaden","Outar","CB","Florida Atlantic","Garden City C.C. ","2023-12-12T01:47:00.000Z","","","Immediate"
"2024","Manny","Moss","S","Western Kentucky","","2023-12-04T16:36:00.000Z","","","Immediate"
"2024","Samario","Rudolph","WR","UAB","Jacksonville State","2023-11-28T15:25:00.000Z","","2","Immediate"
"2024","Tavian","Combs","S","New Mexico","","2023-11-28T15:25:00.000Z","","2","Withdrawn"
"2024","Tyler","Jordan","RB","Georgia Southern","","2023-12-18T19:40:00.000Z","","","Immediate"
"2024","Elias","Larry","CB","Navy","Colorado State","2023-12-11T15:11:00.000Z","0.87","3","Immediate"
"2024","Abdur-Rahmaan","Yaseen","WR","Purdue","South Florida","2023-12-01T15:26:00.000Z","","4","Immediate"
"2024","CJ","Stokes","RB","Michigan","Charlotte","2023-12-11T15:10:00.000Z","0.87","3","Immediate"
"2024","James","Pogorelc","OT","Stanford","Duke","2023-12-04T20:57:00.000Z","0.86","3","Immediate"
"2024","Connor","Knight","DL","UAB","McNeese","2023-12-11T15:10:00.000Z","","3","Immediate"
"2024","Jo'Quavious","Marks","RB","Mississippi State","USC","2023-12-11T03:02:00.000Z","0.9","4","Immediate"
"2024","Mason","Williams","IOL","Western Kentucky","","2023-11-27T17:23:00.000Z","","2","Immediate"
"2024","Qualan","Jones","RB","Baylor","Stephen F. Austin","2023-12-19T22:38:00.000Z","","3","Immediate"
"2024","Dexter","Williams II","QB","Indiana","Georgia Southern","2023-11-27T16:23:00.000Z","","3","Immediate"
"2024","Ozzie","Nicholas","LB","Princeton","Duke","2023-11-27T16:23:00.000Z","0.88","3","Immediate"
"2024","Gerquan","Scott","IOL","Southern Mississippi","Ole Miss","2023-11-27T15:41:00.000Z","0.88","3","Immediate"
"2024","Kyle","Taylor","LB","Tarleton State","Arkansas State","2023-12-05T00:06:00.000Z","","","Immediate"
"2024","Patrick","Lucas Jr.","DL","Indiana","Memphis","2023-11-27T14:29:00.000Z","0.84","3","Immediate"
"2024","Myles","Jackson","EDGE","Indiana","Tulsa","2023-11-27T14:21:00.000Z","","3","Immediate"
"2024","Ryan","Capriotti","K","East Carolina","Maryland","2023-11-27T13:42:00.000Z","","","Immediate"
"2024","Kamari","Morales","TE","North Carolina","Boston College","2023-11-27T13:26:00.000Z","0.88","3","Immediate"
"2024","DJ","Wingfield","IOL","New Mexico","Purdue","2023-11-27T06:00:00.000Z","0.87","3","Immediate"
"2024","Josh","Kaltenberger","IOL","Purdue","Maryland","2023-11-26T18:44:00.000Z","0.84","3","Immediate"
"2024","Faybian","Marks","CB","Utah","","2023-11-25T04:00:00.000Z","","3","Immediate"
"2024","Thor","Griffith","DL","Harvard","Louisville","2023-11-24T22:58:00.000Z","0.89","3","Immediate"
"2024","Max","Brosmer","QB","New Hampshire","Minnesota","2023-11-24T16:40:00.000Z","0.9","4","Immediate"
"2024","Keyshawn","Blackstock","IOL","Michigan State","Arkansas","2023-11-24T15:53:00.000Z","0.88","3","Immediate"
"2024","DJ","Allen","WR","TCU","UT San Antonio","2023-12-11T01:23:00.000Z","","4","Immediate"
"2024","Clay","Patterson","DL","Yale","UNLV","2023-11-23T23:01:00.000Z","0.87","3","Immediate"
"2024","Reggie","Foster","RB","Utah State","","2023-12-12T01:45:00.000Z","","","Immediate"
"2024","Ty","Perkins","WR","Cincinnati","Marshall","2023-12-04T15:52:00.000Z","","3","Immediate"
"2024","Tigana","Cisse","IOL","Idaho","Ohio","2023-12-18T06:00:00.000Z","","3","Immediate"
"2024","Luke","Newman","OT","Holy Cross","Michigan State","2023-11-27T06:00:00.000Z","0.87","3","Immediate"
"2024","Grant","Copeland","IOL","East Carolina","","2023-11-27T14:34:00.000Z","","3","Immediate"
"2024","Marley","Cook","DL","Middle Tennessee","Miami","2023-11-27T14:32:00.000Z","0.89","3","Immediate"
"2024","Jermarius","Lewis","S","New Mexico","UT San Antonio","2023-11-25T06:00:00.000Z","","3","Immediate"
"2024","Antonio","Meeks","WR","Tuskegee","Louisville","2023-12-13T00:14:00.000Z","0.88","3","Immediate"
"2024","Jaylen","Dotson","CB","Monmouth","Kent State","2023-12-01T21:55:00.000Z","0.82","3","Immediate"
"2024","Heston","Edwards","OT","Texas-Permian Basin","Coastal Carolina","2023-11-20T18:26:00.000Z","0.82","3","Immediate"
"2024","Dasheen","Jackson","S","Troy","Alabama State","2023-12-20T17:34:00.000Z","","3","Immediate"
"2024","Raymond","Scott","LB","Fresno State","James Madison","2023-12-06T14:24:00.000Z","","4","Immediate"
"2024","Jayden","Hill","CB","Ohio Dominican","North Texas","2023-11-20T21:33:00.000Z","","","Immediate"
"2024","Will","Seiler","DL","Pennsylvania","Duke","2023-11-20T21:09:00.000Z","0.8","3","Immediate"
"2024","Justin","Fomby","QB","Houston Christian","North Carolina A&T","2023-11-20T06:00:00.000Z","","3","Immediate"
"2024","Jack","Storey","IOL","Hope ","Eastern Michigan","2023-11-19T00:10:00.000Z","","","Immediate"
"2024","Daniel","Harris","CB","Georgia","","2023-12-26T02:46:00.000Z","","4","Immediate"
"2024","Nate","Kapongo","DL","New Hampshire","Akron","2023-11-27T15:21:00.000Z","","","Immediate"
"2024","Jameel","Sanders","CB","South Florida","Florida A&M","2023-12-06T14:21:00.000Z","","","Immediate"
"2024","Luke","Murphy","LB","Kent State","Eastern Michigan","2023-11-01T18:11:00.000Z","","3","Immediate"
"2024","Aidan","Kaler","LB","Stony Brook","Charlotte","2023-11-24T16:34:00.000Z","","","Immediate"
"2024","J.R.","Walker","LB","Virginia Tech","","2023-10-30T13:39:00.000Z","","4","Immediate"
"2024","Ryan","Johnson","DL","Akron","Southern Mississippi","2023-10-29T13:36:00.000Z","0.85","3","Immediate"
"2024","Akhnaton","Shabazz","LB","South Carolina","","2023-10-27T13:36:00.000Z","","","Immediate"
"2024","Josiah","Jeffery","LB","Syracuse","","2023-12-13T15:40:00.000Z","","3","Immediate"
"2024","Dameon","Smallwood","IOL","North Texas","Lamar","2023-12-04T15:52:00.000Z","","3","Immediate"
"2024","Jocelyn","Malaska","CB","Utah","Oklahoma","2023-12-04T15:51:00.000Z","","3","Immediate"
"2024","Aydan","White","CB","NC State","","2024-01-03T06:00:00.000Z","","3","Withdrawn"
"2024","Tommy","Schuster","QB","North Dakota","Michigan State","2023-12-04T16:15:00.000Z","0.88","3","Immediate"
"2024","Dylan","Barrett","IOL","Wisconsin","Iowa State","2023-12-04T15:45:00.000Z","","3","Immediate"
"2024","Mateen","Ibirogba","EDGE","Georgetown","Wake Forest","2023-12-04T06:00:00.000Z","0.85","3","Immediate"
"2024","Marcus","Mauney","EDGE","Yale","Norfolk State","2023-12-02T01:49:00.000Z","","2","Immediate"
"2024","Trent","Howland","RB","Indiana","","2023-11-27T14:39:00.000Z","0.87","3","Withdrawn"
"2024","Reece","Adkins","TE","Eastern Kentucky","UCF","2023-11-20T15:56:00.000Z","0.83","3","Immediate"
"2024","Jamar","Sekona","DL","USC","","2023-11-19T22:50:00.000Z","","3","Immediate"
"2024","Deuce","Caldwell","LB","North Carolina","","2023-12-04T21:30:00.000Z","","3","Immediate"
"2024","Josh","Sterns","WR","Western Kentucky","","2023-12-04T17:56:00.000Z","","","Immediate"
"2024","Michael","Tetteh","DL","Buffalo","","2023-12-04T16:44:00.000Z","","2","Immediate"
"2024","Logan","Wilson","DL","Western Michigan","","2023-12-04T14:50:00.000Z","","3","Immediate"
"2024","Jaquez","Smith","WR","Indiana","Missouri State","2023-11-30T20:58:00.000Z","","3","Immediate"
"2024","Jakob","James","OT","Ohio State","Toledo","2023-12-04T16:24:00.000Z","","3","Immediate"
"2024","Roman","Fuller","QB","Tulsa","CSU-Pueblo","2023-11-30T16:54:00.000Z","","3","Immediate"
"2024","Macklin","Ayers","LB","Dartmouth","","2023-11-21T15:37:00.000Z","","","Immediate"
"2024","Jovon","Jackson","S","Fairmont State","","2023-11-20T21:51:00.000Z","","","Immediate"
"2024","Hunter","Hopperton","TE","Rhode Island","Kent State","2023-12-01T21:50:00.000Z","","2","Immediate"
"2024","Warren","Burrell","CB","Tennessee","Georgia Tech","2023-11-30T20:54:00.000Z","0.86","3","Immediate"
"2024","Nathan","Rawlins-Kibonge","EDGE","South Alabama","","2023-12-04T14:38:00.000Z","","4","Immediate"
"2024","Stone","Earle","QB","North Texas","Abilene Christian","2023-11-30T20:52:00.000Z","","","Immediate"
"2024","Dante","Moore","QB","UCLA","Oregon","2023-12-04T14:32:00.000Z","0.95","4","Immediate"
"2024","Jaleel","Skinner","TE","Miami","Louisville","2023-12-06T04:09:00.000Z","0.89","3","Immediate"
"2024","Zack","Conti","IOL","Eastern Michigan","Southern Mississippi","2023-11-03T14:25:00.000Z","0.81","3","Immediate"
"2024","Michael","Oppong","CB","UMass","","2023-11-28T16:33:00.000Z","","","Immediate"
"2024","Raheim","Sanders","RB","Arkansas","South Carolina","2023-12-06T03:53:00.000Z","0.92","4","Immediate"
"2024","Oliver","Bridges","CB","Cincinnati","Buffalo","2023-12-05T18:28:00.000Z","0.83","3","Immediate"
"2024","Mani","Powell","LB","Arkansas","UNLV","2023-12-04T15:54:00.000Z","","4","Immediate"
"2024","Cartevious","Norton","RB","Iowa State","Charlotte","2023-12-04T21:17:00.000Z","0.87","3","Immediate"
"2024","Clay","Millen","QB","Colorado State","Florida","2023-12-27T06:00:00.000Z","0.83","3","Immediate"
"2024","Cooper","McDonald","LB","San Diego State","TCU","2023-11-30T17:44:00.000Z","0.88","3","Immediate"
"2024","Jalil","Rivera-Harvey","DL","Marshall","Western Kentucky","2023-12-26T16:31:00.000Z","","3","Immediate"
"2024","Bryce","Phillips","CB","Tennessee State","San Diego State","2023-12-04T17:31:00.000Z","0.86","3","Immediate"
"2024","Zeed","Haynes","WR","Georgia","Syracuse","2023-12-12T19:45:00.000Z","0.89","3","Immediate"
"2024","Zach","Haynes","P","New Mexico State","Mississippi State","2023-12-26T06:00:00.000Z","","","Immediate"
"2024","Jayden","McDonald","LB","Troy","Indiana","2023-12-17T20:15:00.000Z","0.85","3","Immediate"
"2024","Jevon","Jackson","RB","Austin Peay","UTEP","2023-12-11T06:00:00.000Z","0.85","3","Immediate"
"2024","Michael","Alaimo","QB","Kent State","","2023-12-10T15:00:00.000Z","","3","Immediate"
"2024","Emmanuel","Oyebadejo","DL","Exeter","","2023-12-05T14:27:00.000Z","","","Immediate"
"2024","Kam","Alexander","CB","UT San Antonio","Oregon","2023-12-29T03:01:00.000Z","0.9","4","Immediate"
"2024","Jordan","Crook","LB","Arkansas","Arizona State","2023-12-04T15:50:00.000Z","0.86","3","Immediate"
"2024","Robert","Johnson","S","North Texas","UT Martin","2023-12-04T15:49:00.000Z","","3","Immediate"
"2024","Moso","Tuitele","EDGE","California","New Mexico","2023-12-19T21:50:00.000Z","","3","Immediate"
"2024","Justin","Johnson Jr.","RB","West Virginia","","2023-12-10T19:30:00.000Z","","3","Immediate"
"2024","Micah","Robinson","CB","Furman","Tulane","2023-12-10T17:43:00.000Z","0.85","3","Immediate"
"2024","Keye","Thompson","LB","Ohio","Pittsburgh","2023-12-09T21:16:00.000Z","0.88","3","Immediate"
"2024","Xavian","Sorey Jr.","LB","Georgia","Arkansas","2023-12-07T21:13:00.000Z","0.9","4","Immediate"
"2024","Preston","Daniel","TE","Florida State","Miami (OH)","2023-12-04T20:55:00.000Z","","","Immediate"
"2024","Jalen","Huskey","CB","Bowling Green","Maryland","2023-12-04T21:20:00.000Z","0.89","3","Immediate"
"2024","Kaden","Sutton","DL","Iowa State","Wayne State","2023-12-07T21:03:00.000Z","","","Immediate"
"2024","Jalen","Denton","CB","Georgia Southern","","2023-12-07T20:59:00.000Z","","","Immediate"
"2024","Von","Reames","WR","Oregon","","2023-12-07T20:56:00.000Z","","","Immediate"
"2024","Jonathan","Mendoza","OT","Yale","Louisville","2023-11-21T14:22:00.000Z","0.86","3","Immediate"
"2024","Stephon","Wright","DL","SMU","","2023-11-20T23:37:00.000Z","","4","Immediate"
"2024","Alex","Oliver","CB","VMI","","2023-11-20T22:52:00.000Z","","","Immediate"
"2024","Kai","Horton","QB","Tulane","","2023-12-09T16:33:00.000Z","","3","Withdrawn"
"2024","Jaron","Glover","WR","Michigan State","","2023-12-09T21:12:00.000Z","","3","Withdrawn"
"2024","Barrett","Maddox","OT","Vanderbilt","Marshall","2023-12-04T16:24:00.000Z","0.83","3","Immediate"
"2024","Tristan","Cox","DL","Ohio","","2023-12-07T20:50:00.000Z","","3","Immediate"
"2024","Oscar","Adaway III","RB","North Texas","South Carolina","2023-12-07T20:46:00.000Z","0.89","3","Immediate"
"2024","Kitione","Tau","DL","Bowling Green","","2023-12-07T20:45:00.000Z","","","Immediate"
"2024","JaTravis","Broughton","CB","Utah","TCU","2023-12-07T20:43:00.000Z","0.88","3","Immediate"
"2024","Kervins","Choute","DL","UCF","Connecticut","2023-12-08T21:49:00.000Z","","3","Immediate"
"2024","Connor","Meadows","IOL","Tennessee","Tennessee State","2023-12-07T16:52:00.000Z","","","Immediate"
"2024","Jeremiah","Caldwell","CB","Miami (OH)","","2023-12-08T16:11:00.000Z","","3","Immediate"
"2024","Stephan","Byrd","RB","Cincinnati","Youngstown State","2023-12-04T15:48:00.000Z","","3","Immediate"
"2024","Quency","Wiggins","DL","LSU","Colorado","2023-12-08T15:57:00.000Z","0.92","4","Immediate"
"2024","Chris","Chernak","OT","Old Dominion","","2023-12-08T15:53:00.000Z","","","Immediate"
"2024","Derrick","Canteen","CB","Virginia Tech","Cincinnati","2023-12-06T20:49:00.000Z","0.88","3","Immediate"
"2024","Kendy","Charles","DL","Liberty","Duke","2023-12-06T20:46:00.000Z","0.9","4","Immediate"
"2024","Chris","Shearin","CB","Connecticut","","2023-12-06T20:43:00.000Z","","3","Immediate"
"2024","Bless","Harris","OT","Florida State","TCU","2023-12-06T20:41:00.000Z","0.88","3","Immediate"
"2024","BJ","Allen Jr.","S","Texas","North Texas","2023-12-06T20:40:00.000Z","0.85","3","Immediate"
"2024","Marlon","Martinez","IOL","LSU","Mississippi State","2023-12-09T15:16:00.000Z","0.86","3","Immediate"
"2024","De'Rickey","Wright","S","Vanderbilt","Texas A&M","2023-12-04T16:21:00.000Z","0.89","3","Immediate"
"2024","Sawyer","Goram-Welch","IOL","Texas","Coastal Carolina","2023-12-06T20:37:00.000Z","0.83","3","Immediate"
"2024","Jack","Velling","TE","Oregon State","Michigan State","2023-12-06T20:29:00.000Z","0.9","4","Immediate"
"2024","Jonathan","Bax","EDGE","TCU","","2023-12-05T20:31:00.000Z","","3","Withdrawn"
"2024","David","Johnson","S","Washington State","","2023-12-05T22:08:00.000Z","","3","Immediate"
"2024","Zach","Perkins","OT","South Florida","Hampton","2023-11-28T16:32:00.000Z","","3","Immediate"
"2024","Wes","Dorsey","OT","Western Kentucky","UCF","2023-11-28T16:30:00.000Z","0.86","3","Immediate"
"2024","Zach","Evans","RB","Minnesota","North Texas","2023-12-04T17:38:00.000Z","0.86","3","Immediate"
"2024","Jalen","Brooks","LB","North Carolina","Campbell","2023-11-28T16:30:00.000Z","","","Immediate"
"2024","Nate","Williams","OT","Akron","San Diego State","2023-11-28T16:29:00.000Z","","2","Immediate"
"2024","Cam","Griffin","CB","Western Michigan","","2023-12-06T15:23:00.000Z","","3","Immediate"
"2024","Sammy","Anderson Jr.","CB","Cincinnati","Charlotte","2023-12-04T17:34:00.000Z","0.84","3","Immediate"
"2024","Kyle","Thomas","DT","Akron","","2023-12-04T14:37:00.000Z","","","Immediate"
"2024","Jeremiah","Earby","CB","California","Boise State","2023-12-05T22:40:00.000Z","","3","Immediate"
"2024","Jean Marc","Etienne","RB","Illinois","","2023-12-05T22:27:00.000Z","","2","Immediate"
"2024","Hayden","Timosciek","TE","Bowling Green","","2023-12-05T22:24:00.000Z","","","Immediate"
"2024","Devin","Sherwood","QB","Virginia","","2023-12-05T22:17:00.000Z","","","Withdrawn"
