,Unnamed: 0,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,TeamId,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal,Weight,Height,Jersey,Year,Home City,Home State,Home Country,Home Latitude,Home Longitude,Home County Fips,Recruit Ids
10,10,2019,4048659,Elijah Lilly,WR,New Mexico,MW,0.0215,0.046,0.0044,0.0256,0.012,0.032,0.005,0.026,,,2.0,,,,,,,38.0,,,,,,,7.0,,,,0.0,,,,,98.0,,1.5,,13.6,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,Yes,,,,,,,,,,,
11,11,2019,4243534,Emmanuel Logan-Greene,WR,New Mexico,MW,0.0342,0.0675,0.0111,0.0313,0.047,0.025,0.043,0.03,,,6.0,,,,3.0,,,27.0,2.0,,,0.0,,0.0,19.0,0.0,1.0,,0.0,0.0,1.0,,,205.0,,2.0,,10.2,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
12,12,2019,3939986,Javohn Jones,RB,New Mexico,MW,0.0139,0.0092,0.0177,0.0057,0.02,0.025,0.005,0.03,,,8.0,,,,,,,17.0,,,,,,,3.0,,,,0.0,,,,,39.0,,3.3,,4.3,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
13,13,2019,4039394,Jay Griffin IV,WR,New Mexico,MW,0.0354,0.0767,0.0066,0.0456,0.023,0.032,0.016,0.034,,,3.0,,,,,,,33.0,,,,,,,13.0,,,,0.0,,,,,130.0,,4.0,,9.1,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
14,14,2019,4570083,Jordan Kress,WR,New Mexico,MW,0.0608,0.1442,0.0022,0.057,0.055,0.082,0.054,0.068,,,,,,,1.0,,,59.0,0.0,,,0.0,,0.0,28.0,0.0,2.0,,6.0,0.0,2.0,,,530.0,,,,18.9,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,2.0,Yes,,,,,,,,,,,
15,15,2019,4039385,Kentrail Moran,RB,New Mexico,MW,0.0278,0.0,0.0487,0.0256,0.027,0.032,0.054,0.015,,,27.0,,,,,,,9.0,,,,,,,,,,,2.0,,,,,100.0,,3.7,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,3.0,Yes,,,,,,,,,,,
16,16,2019,4240051,Marcus Williams,TE,New Mexico,MW,0.0456,0.1104,0.0,0.0513,0.035,0.051,0.022,0.053,,,,,,,,,,42.0,,,,0.0,,0.0,26.0,0.0,2.0,,1.0,0.0,3.0,,,428.0,,,,16.5,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
17,17,2019,4261181,Micah Gray,RB,New Mexico,MW,0.0203,0.0,0.0354,0.0199,0.027,0.013,0.06,0.0,,,16.0,,,,,,,23.0,,,,,,,,,,,1.0,,,,,84.0,,5.3,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
18,18,2019,3917100,Q' Drennan,WR,New Mexico,MW,0.0089,0.0215,0.0,0.0057,0.004,0.025,0.011,0.011,1.0,22.7,,0.0,,,,0.0,,46.0,,3.0,0.0,,,,5.0,,,,0.0,,,,,116.0,0.0,,,9.6,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
19,19,2019,3915379,Sheriron Jones,QB,New Mexico,MW,0.1544,0.2393,0.0973,0.1481,0.156,0.184,0.13,0.177,76.0,,47.0,34.0,,,3.0,7.0,,35.0,1.0,,0.447,,,,0.0,,,,5.0,,,,,704.0,6.6,4.3,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
20,20,2019,4039390,Tevaka Tuioti,QB,New Mexico,MW,0.2823,0.5675,0.0841,0.2507,0.266,0.392,0.234,0.346,195.0,0.0,52.0,102.0,,,5.0,6.0,,48.0,2.0,1.0,0.523,,,,0.0,,,,7.0,,,,,1722.0,7.5,5.0,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
21,21,2019,3930010,Thomas Vieira,WR,New Mexico,MW,0.0051,0.0092,0.0022,0.0028,0.004,0.013,0.0,0.011,,,1.0,,,,,,,15.0,,,,,,,4.0,,,,0.0,,,,,34.0,,4.0,,7.5,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
22,22,2019,4374062,Trae Hall,WR,New Mexico,MW,0.0658,0.089,0.0509,0.0598,0.066,0.082,0.065,0.071,28.0,,28.0,15.0,,,2.0,2.0,,22.0,1.0,,0.536,,,,0.0,,,,6.0,,,,,325.0,5.8,5.8,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
23,23,2019,3914842,David Zavala,OL,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
24,24,2019,3917099,Blair Manly,CB,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
25,25,2019,3917108,Alex Hart,LB,New Mexico,MW,,,,,,,,,,19.0,,,,,,1.0,,,,,,4.0,,4.0,,4.0,46.0,,0.0,9.5,82.0,,,19.0,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
26,26,2019,3917836,Trent Sellers,DL,New Mexico,MW,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,4.0,1.0,1.0,10.0,,0.0,5.5,15.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
27,27,2019,4035819,Brandon Burton,S,New Mexico,MW,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,0.0,1.0,0.0,11.0,,0.0,0.5,22.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,4.0,Yes,,,,,,,,,,,
28,28,2019,4039387,Kameron Miller,LB,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,12.0,,0.0,0.5,25.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
29,29,2019,4039392,Corey Hightower,CB,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.0,2.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
30,30,2019,4039397,Jared EnRico,LS,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,2.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
31,31,2019,4039403,Teton Saltes,OL,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
32,32,2019,4039411,Nahje Flowers,DL,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.5,5.0,,0.0,2.0,13.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
33,33,2019,4053736,James Lewis,LB,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,3.0,,0.0,0.0,4.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
34,34,2019,4259172,Justin Harris,DE,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,4.0,,0.0,1.0,8.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
35,35,2019,4261171,Nico Bolden,S,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,12.0,,0.0,1.0,16.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,3.0,Yes,,,,,,,,,,,
36,36,2019,4261177,Johnny Hernandez,S,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,0.0,30.0,,0.0,1.0,54.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
37,37,2019,4261182,Brandon Shook,LB,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,0.0,13.0,,0.0,0.0,21.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
38,38,2019,4261184,Aaron Blackwell,DL,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,3.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
39,39,2019,4261185,Radson Jang,OL,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,2.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
40,40,2019,4261186,Langston Murray,DT,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,8.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
41,41,2019,4261194,Andrew Shelley,PK,New Mexico,MW,,,,,,,,,,,,,16.0,12.0,,,,52.0,,,0.75,0.0,61.0,0.0,,0.0,0.0,,0.0,0.0,1.0,29.0,25.0,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
42,42,2019,4363921,De'John Rogers,CB,New Mexico,MW,,,,,,,,,,6.1,,,,,,1.0,,23.0,,24.0,,10.0,,0.0,,0.0,40.0,,0.0,0.5,52.0,,,147.0,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
43,43,2019,4363927,Erin Austin,DL,New Mexico,MW,,,,,,,,,,9.0,,,,,0.0,1.0,,,0.0,,,1.0,,3.0,1.0,1.5,23.0,,0.0,2.5,35.0,,,9.0,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
44,44,2019,4374063,Patrick Peek,S,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,11.0,,0.0,1.0,18.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
45,45,2019,4374064,Donte Martin,CB,New Mexico,MW,,,,,,,,,,20.5,,,,,,,,26.0,,2.0,,9.0,,0.0,,0.0,30.0,,0.0,2.0,41.0,,,41.0,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
46,46,2019,4374066,Dylan Horton,DL,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.5,13.0,,0.0,2.5,23.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
47,47,2019,4374068,Lawrence Johnson,RB,New Mexico,MW,,,,,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,0.0,,,,,9.0,,3.0,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
48,48,2019,4374069,Alexander Vainikolo,LB,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,3.0,42.0,,0.0,11.0,76.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
49,49,2019,4374073,Kyle Stapley,C,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
50,50,2019,4374076,Andrew Erickson,WR,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
51,51,2019,4374077,Jeffrey Jones Jr.,TE,New Mexico,MW,,,,,,,,,,,,,,,,,,8.0,,,,,,,1.0,,,,0.0,,,,,8.0,,,,8.0,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
52,52,2019,4374079,Adebayo Soremekun,DL,New Mexico,MW,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,4.0,,0.0,2.0,12.0,,,,,,,,167,Mountain,1.9,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0,245,6,16,11,11,12,1,71,15,0,627,29,2340,331,163,4,13,81,729,21459,0,147,24,501,20,2463,31,74,62,169,4803,26,,No,,,,,,,,,,,
