Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal,PositionId,TeamId,ConferenceId
,4361603,Isaiah Spencer,TE,Old Dominion,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,,,,,,,,East,5.4,13,6,7,0,8,5,3,0,6,4,2,0,6,2,4,0,215,7,26,7,10,13,2,275,11,0,501,31,2532,361,204,11,20,84,788,19359,0,137,19,474,15,1996,19,79,69,187,4528,18,,No,7,55,3
2023.0,4361604,Blake Watson,RB,Memphis,American Athletic,0.2699,0.1111,0.4663,0.3088,0.252,0.227,0.276,0.189,,5.0,177.0,,,,2.0,,,137.0,1.0,1.0,,0.0,,0.0,50.0,0.0,0.0,,17.0,0.0,1.0,,,1513.0,,5.9,,9.3,,7.8,13,10,3,0,8,6,2,0,6,4,2,0,6,6,0,0,295,18,28,5,9,13,3,205,10,0,566,27,3984,481,321,11,33,53,536,24285,0,118,16,429,31,1976,23,74,78,172,5960,15,,No,1,57,2
2023.0,4361607,Andrew Peasley,QB,Wyoming,Mountain West,0.4171,0.7578,0.1686,0.4058,0.333,0.607,0.381,0.465,241.0,,101.0,146.0,,,3.0,5.0,,43.0,1.0,,0.606,,,,0.0,,,,27.0,,,,,2226.0,7.6,4.0,,,Mountain,7.3,13,9,4,0,8,5,3,0,7,7,0,0,5,1,4,0,242,6,9,5,11,13,1,120,6,0,258,18,2191,304,189,11,20,51,434,23597,0,33,9,468,19,2060,20,51,56,152,4251,11,,No,0,100,9
,4361619,Wade Meacham,OL,Utah State,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,Mountain,6.2,13,6,7,0,8,4,4,0,6,3,3,0,6,3,3,0,282,18,32,6,10,13,3,263,19,0,375,19,3305,436,269,10,35,97,921,20951,0,259,29,496,18,2397,28,80,67,186,5702,25,,No,6,94,3
2023.0,4361636,John Paddock,QB,Illinois,Big Ten,0.1842,0.331,0.0113,0.1577,0.184,0.241,0.176,0.228,142.0,,12.0,85.0,,,,3.0,,2.0,,,0.599,,,,,,,,9.0,,,,,1239.0,9.1,-4.6,,,West,5.8,12,5,7,0,9,3,6,0,7,3,4,0,5,2,3,0,244,13,24,10,8,12,2,103,13,0,454,25,3191,414,261,7,23,79,749,20449,0,133,12,396,12,1501,23,57,59,161,4692,23,,No,0,69,6
,4361638,Tyler Potts,DB,Ball State,,,,,,,,,,,3.0,,,,,,2.0,,,,,,6.0,,0.0,,1.0,18.0,,0.0,3.0,27.0,,,6.0,,,,,West,5.7,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0,217,10,18,8,6,12,0,49,8,0,452,26,1640,304,181,5,9,62,542,23577,0,15,14,472,15,2057,25,68,63,168,3697,16,,No,4,95,3
,4361641,Jack Sape,DL,Ball State,,,,,,,,,,,,,,,,,,,,,,,0.0,,4.0,,2.5,12.0,,0.0,4.0,29.0,,,,,,,,West,5.7,12,4,8,0,8,3,5,0,6,3,3,0,6,1,5,0,217,10,18,8,6,12,0,49,8,0,452,26,1640,304,181,5,9,62,542,23577,0,15,14,472,15,2057,25,68,63,168,3697,16,,No,3,95,3
,4361652,Payton Wilson,LB,NC State,,,,,,,,,,,6.3,1.0,,,,0.0,3.0,,3.0,0.0,,,6.0,,10.0,2.0,6.0,69.0,,2.0,17.5,138.0,,,22.0,,3.0,,,Atlantic,7.4,13,9,4,0,8,6,2,0,7,5,2,0,5,4,1,0,241,9,15,3,8,13,2,178,12,1,537,24,2519,379,224,17,19,75,602,25313,0,171,17,478,19,2036,33,76,75,188,4555,15,,No,10,101,3
2023.0,4361653,Devin Leary,QB,Kentucky,SEC,0.5619,0.9895,0.0545,0.4373,0.575,0.833,0.524,0.744,343.0,,39.0,193.0,,,3.0,10.0,,22.0,1.0,,0.563,,,,1.0,,,,24.0,,,,,2381.0,7.1,-1.4,,-4.0,East,6.9,13,7,6,0,8,3,5,0,7,4,3,0,5,3,2,0,220,2,10,8,7,13,3,181,12,3,678,23,2751,375,211,11,25,79,661,21518,0,73,8,339,18,1660,34,84,52,138,4411,20,,No,0,41,0
,4361654,Malik Dunlap,DB,Texas Tech,,,,,,,,,,,25.7,,,,,,3.0,,,,,,6.0,,0.0,,0.0,24.0,,2.0,0.5,28.0,,,77.0,,,,,,6.0,13,7,6,0,9,5,4,0,6,4,2,0,6,2,4,0,285,24,37,5,4,13,1,121,18,1,841,33,2909,471,284,13,24,70,649,22425,1,261,15,474,17,2117,28,68,77,194,5026,23,,No,4,81,3
2023.0,4361660,Trent Pennix,TE,NC State,ACC,0.0231,0.0432,0.0049,0.0265,0.027,0.0,0.027,0.015,,7.5,1.0,,,,,,,78.0,,2.0,,,,,14.0,,,,3.0,,,,,201.0,,7.0,,12.8,Atlantic,7.4,13,9,4,0,8,6,2,0,7,5,2,0,5,4,1,0,241,9,15,3,8,13,2,178,12,1,537,24,2519,379,224,17,19,75,602,25313,0,171,17,478,19,2036,33,76,75,188,4555,15,,No,7,101,4
,4361663,Calvin Hart Jr.,LB,Oregon State,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,1.0,1.0,3.5,25.0,,0.0,6.5,61.0,,,,,,,,,9.3,13,8,5,0,9,5,4,0,6,5,1,0,6,3,3,0,278,17,30,5,7,13,1,153,8,0,547,29,3148,380,222,12,26,73,655,23968,1,234,14,445,26,2172,37,80,57,148,5320,13,,No,10,64,3
2023.0,4361679,Devin Carter,WR,West Virginia,Big 12,0.0341,0.0912,0.0,0.0107,0.035,0.089,0.019,0.081,,,,,,,,,,49.0,,,,0.0,,0.0,27.0,0.0,1.0,,2.0,0.0,1.0,,,501.0,,,,18.6,,8.8,13,9,4,0,9,6,3,0,6,5,1,0,6,3,3,0,289,19,36,6,5,13,0,170,7,0,360,19,2674,332,178,11,18,66,603,25362,1,223,21,565,32,2976,33,84,69,174,5650,13,,No,2,102,1
,4361689,Solomon Byrd,DE,USC,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,4.5,24.0,,0.0,7.5,40.0,,,,,,,,,6.3,13,8,5,0,9,5,4,0,7,4,3,0,5,3,2,0,292,11,18,11,9,13,1,127,6,1,552,30,4329,461,314,7,37,95,844,21558,1,380,23,362,33,1735,28,75,62,143,6064,17,,No,5,103,3
2023.0,4361697,Gunner Gentry,WR,Wyoming,Mountain West,0.0039,0.0093,0.0,0.0058,0.004,0.0,0.005,0.0,,,,,,,,,,17.0,,,,,,,3.0,,,,1.0,,,,,31.0,,,,10.3,Mountain,7.3,13,9,4,0,8,5,3,0,7,7,0,0,5,1,4,0,242,6,9,5,11,13,1,120,6,0,258,18,2191,304,189,11,20,51,434,23597,0,33,9,468,19,2060,20,51,56,152,4251,11,,No,2,100,9
,4361698,Cole Godbout,NT,Wyoming,,,,,,,,,,,23.0,,,,,,1.0,,,,,,0.0,,2.0,,0.5,6.0,,0.0,1.5,34.0,,,23.0,,,,,Mountain,7.3,13,9,4,0,8,5,3,0,7,7,0,0,5,1,4,0,242,6,9,5,11,13,1,120,6,0,258,18,2191,304,189,11,20,51,434,23597,0,33,9,468,19,2060,20,51,56,152,4251,11,,No,14,100,3
,4361699,Chuck Hicks,LB,Missouri,,,,,,,,,,,,,,,,0.0,,,,0.0,,,1.0,,1.0,1.0,2.0,26.0,,0.0,10.0,49.0,,,,,,,,East,10.4,13,11,2,0,8,6,2,0,7,6,1,0,4,3,1,0,280,11,15,2,11,13,1,47,7,0,409,22,3395,376,247,9,23,93,705,23742,0,71,9,497,25,2233,40,89,72,169,5628,9,,No,10,104,3
,4361710,Rome Weber,DB,Western Kentucky,,,,,,,,,,,,,,,,,,,,,,,6.0,,0.0,,0.0,12.0,,0.0,0.5,19.0,,,,,,,,,6.2,13,8,5,0,8,5,3,0,6,4,2,0,6,3,3,0,263,16,26,9,9,13,1,131,14,0,461,24,3837,539,343,15,38,59,478,23043,0,40,11,357,12,1386,26,57,83,191,5223,23,,No,4,6,3
2023.0,4361714,Josiah Johnson,TE,Oklahoma State,Big 12,0.0289,0.0477,0.0047,0.0314,0.03,0.02,0.024,0.028,,,1.0,,,,1.0,,,29.0,0.0,,,,,,21.0,,,,1.0,,,,,163.0,,0.0,,7.8,,5.8,14,10,4,0,10,7,3,0,7,6,1,0,5,3,2,0,303,11,20,6,10,14,1,194,16,0,651,34,3871,570,344,13,18,70,578,25144,0,42,12,449,29,2173,27,83,80,209,6044,22,,No,7,105,1
,4361715,Joe Norwood,DB,Memphis,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,3.0,,0.0,1.0,4.0,,,,,,,,,7.8,13,10,3,0,8,6,2,0,6,4,2,0,6,6,0,0,295,18,28,5,9,13,3,205,10,0,566,27,3984,481,321,11,33,53,536,24285,0,118,16,429,31,1976,23,74,78,172,5960,15,,No,4,57,3
,4361725,Uchenna Ezewike,DE,UMass,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1.0,4.0,,0.0,1.0,14.0,,,,,,,,,4.2,12,3,9,0,2,1,1,0,6,1,5,0,6,2,4,0,213,3,13,6,6,12,2,135,11,0,713,41,2569,348,212,8,14,96,851,21422,0,80,13,390,19,1706,18,54,55,151,4275,17,,No,5,35,3
2023.0,4361736,Joseph Scates,WR,Memphis,American Athletic,0.0392,0.072,0.0,0.0368,0.035,0.052,0.039,0.041,,,,,,,,,,54.0,,,,,,,30.0,,,,5.0,,,,,339.0,,,,11.3,,7.8,13,10,3,0,8,6,2,0,6,4,2,0,6,6,0,0,295,18,28,5,9,13,3,205,10,0,566,27,3984,481,321,11,33,53,536,24285,0,118,16,429,31,1976,23,74,78,172,5960,15,,No,2,57,2
,4361746,Tayvonn Kyle,CB,Virginia,,,,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,1.0,,5.0,,0.0,1.0,0.0,25.0,,0.0,1.5,53.0,,,0.0,,,,,Coastal,5.3,12,3,9,0,8,2,6,0,6,2,4,0,5,1,4,0,252,12,20,6,6,12,1,80,14,0,389,20,3010,396,248,8,19,78,663,22614,0,61,19,454,12,1415,11,57,66,183,4425,20,,No,11,106,3
,4361751,Gerry Vaughn,LB,Iowa State,,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,1.0,,0.0,18.0,,0.0,2.0,44.0,,,0.0,,,,,,8.0,13,7,6,0,9,6,3,0,7,3,4,0,6,4,2,0,212,10,16,3,3,13,1,150,8,0,382,19,3185,381,241,16,23,63,569,22743,0,128,17,382,16,1559,21,64,68,174,4744,11,,No,10,80,3
2023.0,4361762,Sean Shaw Jr.,WR,Texas State,Sun Belt,0.0128,0.0271,0.0,0.0119,0.016,0.011,0.008,0.017,,,,,,,,,,14.0,,,,1.0,,0.0,12.0,0.0,0.0,,0.0,0.0,0.0,,,101.0,,,,8.4,West,8.5,13,8,5,0,8,4,4,0,6,5,1,0,6,2,4,0,311,21,32,14,10,13,2,141,9,2,1017,39,3522,429,287,11,24,95,900,22755,0,100,13,529,33,2439,38,106,81,184,5961,23,,No,2,21,5
,4361763,Tory Spears,S,Texas State,,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,1.0,,0.0,16.0,,0.0,0.0,19.0,,,0.0,,,,,West,8.5,13,8,5,0,8,4,4,0,6,5,1,0,6,2,4,0,311,21,32,14,10,13,2,141,9,2,1017,39,3522,429,287,11,24,95,900,22755,0,100,13,529,33,2439,38,106,81,184,5961,23,,Yes,9,21,3
,4361765,Brayden Narveson,PK,NC State,,,,,,,,,,,,,,20.0,16.0,,,,57.0,,,0.8,,85.0,,,,,,,,,37.0,37.0,,,,,,Atlantic,7.4,13,9,4,0,8,6,2,0,7,5,2,0,5,4,1,0,241,9,15,3,8,13,2,178,12,1,537,24,2519,379,224,17,19,75,602,25313,0,171,17,478,19,2036,33,76,75,188,4555,15,,No,15,101,3
,4361821,Carlos Hatcher,LB,Coastal Carolina,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,4.0,,0.0,1.5,8.0,,,,,,,,East,7.7,13,8,5,0,8,5,3,0,6,4,2,0,6,3,3,0,275,9,24,8,9,13,2,283,9,0,482,31,3401,410,273,14,24,73,749,24831,0,69,14,465,17,2010,20,59,76,172,5411,17,,No,10,50,3
2023.0,4361825,Spencer Sanders,QB,Ole Miss,SEC,0.0451,0.074,0.0214,0.0405,0.048,0.055,0.053,0.044,29.0,,11.0,19.0,,,,0.0,,15.0,,,0.655,,,,,,,,3.0,,,,,323.0,9.6,4.1,,,West,8.4,13,11,2,0,8,6,2,0,7,7,0,0,5,3,2,0,305,25,36,1,5,13,0,145,6,0,309,21,3713,395,256,13,26,93,768,21639,1,117,14,535,29,2294,35,82,65,176,6007,7,,No,0,33,0
,4361827,Kanion Williams,DB,Tulsa,,,,,,,,,,,-3.0,,,,,0.0,1.0,,,0.0,,,2.0,,0.0,1.0,0.0,23.0,,0.0,1.0,37.0,,,-3.0,,,,,,5.4,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0,238,7,16,5,10,12,0,-1,19,0,320,15,2456,334,190,10,20,61,519,21386,0,67,7,527,13,2171,21,65,87,195,4627,24,,No,4,19,3
,4361831,Alex Hale,PK,Oklahoma State,,,,,,,,,,,,,,32.0,26.0,,,0.0,107.0,,1.0,0.813,,114.0,,,,,0.0,,,,36.0,36.0,54.0,,,54.0,,,5.8,14,10,4,0,10,7,3,0,7,6,1,0,5,3,2,0,303,11,20,6,10,14,1,194,16,0,651,34,3871,570,344,13,18,70,578,25144,0,42,12,449,29,2173,27,83,80,209,6044,22,,No,15,105,3
2023.0,4361837,Jahmyl Jeter,RB,Texas State,Sun Belt,0.0417,0.0023,0.0779,0.0286,0.026,0.061,0.126,0.01,,,33.0,,,,1.0,,,31.0,1.0,,,,,,1.0,,,,6.0,,,,,146.0,,4.2,,9.0,West,8.5,13,8,5,0,8,4,4,0,6,5,1,0,6,2,4,0,311,21,32,14,10,13,2,141,9,2,1017,39,3522,429,287,11,24,95,900,22755,0,100,13,529,33,2439,38,106,81,184,5961,23,,No,1,21,5
,4361845,Carson Kropp,LB,North Texas,,,,,,,,,,,11.0,,,,,,1.0,,,,,,0.0,,1.0,,0.5,19.0,,0.0,1.0,33.0,,,11.0,,,,,,3.8,12,5,7,0,8,3,5,0,6,3,3,0,6,2,4,0,297,21,35,10,4,12,0,50,9,0,720,37,3657,463,284,10,33,57,559,21025,0,50,11,449,19,2294,17,48,73,174,5951,19,,No,10,25,3
2023.0,4361862,Braden Cassity,FB,Oklahoma State,Big 12,0.004,0.0071,0.0,0.0,0.006,0.01,0.004,0.009,,,,,,,,,,3.0,,,,,,,3.0,,,,0.0,,,,,0.0,,,,0.0,,5.8,14,10,4,0,10,7,3,0,7,6,1,0,5,3,2,0,303,11,20,6,10,14,1,194,16,0,651,34,3871,570,344,13,18,70,578,25144,0,42,12,449,29,2173,27,83,80,209,6044,22,,No,16,105,1
,4361864,Samuela Tuihalamaka,DL,San Diego State,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,1.0,5.0,,,,,,,,West,5.6,12,4,8,0,8,2,6,0,7,3,4,0,5,1,4,0,206,13,23,7,6,12,1,206,10,0,589,30,2061,319,202,12,10,59,528,23606,0,185,22,454,16,1851,18,49,61,174,3912,17,,No,3,99,3
,4361904,Travis Glover,OT,Georgia State,,,,,,,,,,,,1.0,,,,,,,5.0,,,,,,,,,,,0.0,,,,,5.0,,5.0,,,East,7.4,13,7,6,0,8,3,5,0,6,3,3,0,6,3,3,0,254,9,19,8,8,13,1,146,7,0,371,22,2672,367,249,11,20,83,748,23127,1,34,11,513,25,2445,29,76,86,189,5117,15,,No,17,77,3
,4361907,Jontrey Hunter,LB,Georgia State,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,,1.5,50.0,,0.0,7.0,94.0,,,,,,,,East,7.4,13,7,6,0,8,3,5,0,6,3,3,0,6,3,3,0,254,9,19,8,8,13,1,146,7,0,371,22,2672,367,249,11,20,83,748,23127,1,34,11,513,25,2445,29,76,86,189,5117,15,,No,10,77,3
2023.0,4361915,Sam Pinckney,WR,Coastal Carolina,Sun Belt,0.1034,0.209,0.0023,0.0663,0.118,0.163,0.094,0.159,,2.0,1.0,,,,,,,61.0,,1.0,,0.0,,0.0,64.0,0.0,1.0,,7.0,0.0,1.0,,,913.0,,7.0,,14.1,East,7.7,13,8,5,0,8,5,3,0,6,4,2,0,6,3,3,0,275,9,24,8,9,13,2,283,9,0,482,31,3401,410,273,14,24,73,749,24831,0,69,14,465,17,2010,20,59,76,172,5411,17,,No,2,50,5
,4361917,Akeem Smith,DL,Sam Houston State,,,,,,,,,,,16.5,,,,,,1.0,,20.0,,2.0,,0.0,,1.0,,1.0,8.0,,0.0,2.5,16.0,,,33.0,,,,,,3.5,12,3,9,0,8,2,6,0,5,2,3,0,6,1,5,0,219,13,22,4,7,12,2,217,12,0,440,27,2668,448,282,13,15,61,506,21382,0,144,21,368,13,1069,17,51,65,183,3737,16,,No,3,42,3
2023.0,4361936,Anthony Queeley,WR,Georgia Southern,Sun Belt,0.031,0.0497,0.0,0.026,0.035,0.039,0.029,0.04,,,,,,,,,,18.0,,,,,,,28.0,,,,3.0,,,,,275.0,,,,9.8,East,4.9,13,6,7,0,8,3,5,0,6,5,1,0,6,1,5,0,300,13,22,11,8,13,3,154,20,1,967,43,3929,577,376,13,26,76,673,24261,0,206,29,377,16,1522,23,91,85,185,5451,31,,No,2,12,5
,4361956,Caleb Okechukwu,DL,Syracuse,,,,,,,,,,,,,,,,0.0,,,,0.0,,,1.0,,2.0,1.0,3.5,17.0,,0.0,7.0,33.0,,,,,,,,Atlantic,6.1,13,6,7,0,8,2,6,0,6,4,2,0,5,1,4,0,232,10,20,9,13,13,3,215,15,0,381,21,2237,315,191,9,17,95,801,22057,0,272,27,530,20,2230,29,78,70,179,4467,24,,No,3,8,3
2023.0,4361959,Quincy Patterson II,QB,Temple,American Athletic,0.104,0.103,0.11,0.0974,0.098,0.118,0.116,0.112,48.0,,41.0,20.0,,,,3.0,,24.0,,,0.417,,,,,,,,4.0,,,,,316.0,3.8,3.2,,,,2.8,12,3,9,0,8,1,7,0,7,3,4,0,5,0,5,0,247,23,45,9,2,12,0,2,16,1,688,39,3320,508,283,3,23,54,440,20416,0,76,14,331,9,1155,22,67,66,173,4475,25,,No,0,2,2
,4361967,Cole Beck,ATH,Virginia Tech,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,Coastal,7.1,13,7,6,0,8,5,3,0,6,4,2,0,6,2,4,0,258,17,26,10,9,13,0,64,5,2,716,31,2619,356,204,7,23,82,752,24306,0,289,27,499,20,2469,39,89,61,175,5088,15,,No,18,107,3
,4361968,Nasir Peoples,S,Virginia Tech,,,,,,,,,,,,,,,,0.0,,,,0.0,,,1.0,,0.0,1.0,0.0,9.0,,0.0,0.0,16.0,,,,,,,,Coastal,7.1,13,7,6,0,8,5,3,0,6,4,2,0,6,2,4,0,258,17,26,10,9,13,0,64,5,2,716,31,2619,356,204,7,23,82,752,24306,0,289,27,499,20,2469,39,89,61,175,5088,15,,No,9,107,3
,4361970,Alan Tisdale,LB,Virginia Tech,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,1.5,26.0,,0.0,3.0,64.0,,,,,,,,Coastal,7.1,13,7,6,0,8,5,3,0,6,4,2,0,6,2,4,0,258,17,26,10,9,13,0,64,5,2,716,31,2619,356,204,7,23,82,752,24306,0,289,27,499,20,2469,39,89,61,175,5088,15,,No,10,107,3
,4361986,Armani Chatman,DB,North Carolina,,,,,,,,,,,0.0,,,,,,2.0,,,,,,4.0,,0.0,,0.0,15.0,,0.0,0.5,17.0,,,0.0,,,,,Coastal,6.9,13,8,5,0,8,4,4,0,7,6,1,0,4,1,3,0,319,9,20,6,10,13,0,64,11,0,257,14,3881,460,292,12,26,93,862,22320,1,114,9,498,28,2505,28,73,92,189,6386,17,,No,4,74,3
2023.0,4361987,Darryle Simmons,WR,Marshall,Sun Belt,0.0327,0.0642,0.0,0.0318,0.025,0.039,0.025,0.038,,,,,,,,,,31.0,,,,0.0,,0.0,25.0,0.0,1.0,,0.0,0.0,1.0,,,262.0,,,,10.5,East,6.2,13,6,7,0,8,3,5,0,6,5,1,0,6,1,5,0,236,6,25,11,5,13,2,131,18,2,807,33,2940,425,268,13,12,85,766,22974,0,19,9,452,21,1725,33,85,56,181,4665,29,,No,2,14,5
,4361991,Cam Goode,DL,Michigan,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1.0,11.0,,0.0,2.5,23.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No,3,91,3
2023.0,4361994,Sam Hartman,QB,Notre Dame,FBS Independents,0.4277,0.8646,0.0685,0.3492,0.441,0.585,0.323,0.662,301.0,,45.0,191.0,,,5.0,8.0,,38.0,4.0,,0.635,,,,0.0,,,,27.0,,,,,2808.0,8.9,2.7,,0.0,,10.6,13,10,3,0,0,0,0,0,6,5,1,0,5,3,2,0,273,10,17,8,8,13,2,252,9,1,575,22,3205,351,227,16,31,69,623,24019,1,168,15,457,28,2414,29,71,66,146,5619,17,,No,0,97,11
,4362003,Rondell Bothroyd,DL,Oklahoma,,,,,,,,,,,,,,,,0.0,,,,0.0,,,0.0,,5.0,1.0,0.0,9.0,,0.0,3.5,21.0,,,,,,,,,10.9,13,10,3,0,9,7,2,0,6,6,0,0,5,3,2,0,332,13,19,11,6,13,4,344,9,0,442,21,4223,453,310,20,34,88,756,22662,1,137,23,521,32,2368,23,94,87,178,6591,20,,No,3,65,3
,4362010,Michael Jurgens,OL,Wake Forest,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,2.0,,,,,,,,Atlantic,4.2,12,4,8,0,8,1,7,0,6,3,3,0,6,1,5,0,239,8,19,10,8,12,0,141,12,1,528,23,2352,321,192,8,14,49,466,20950,0,148,16,468,13,1565,23,69,55,161,3917,22,,No,6,108,3
,4362039,Praise Amaewhule,DE,UTEP,,,,,,,,,,,17.0,,,,,,1.0,,,,,,2.0,,7.0,,5.0,14.0,,0.0,6.0,24.0,,,17.0,,,,,,4.7,12,3,9,0,8,2,6,0,6,1,5,0,6,2,4,0,220,14,31,6,6,12,0,86,12,0,247,13,2612,330,178,6,13,82,706,22623,1,96,8,447,16,1732,24,52,52,158,4344,18,,No,5,109,3
2023.0,4362073,Casey Thompson,QB,Florida Atlantic,American Athletic,0.1107,0.1838,0.0238,0.0957,0.126,0.134,0.086,0.147,79.0,,10.0,50.0,,,1.0,5.0,,14.0,0.0,,0.633,,,,0.0,,,,5.0,,,,,511.0,6.4,0.2,,,,3.9,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0,215,13,34,2,8,12,2,99,15,0,449,27,2586,412,265,10,19,41,400,19734,1,282,15,369,16,1383,28,83,57,168,3969,17,,No,0,79,2
,4362078,Ryan Bujcevski,P,SMU,,,,,,,,,,1.0,,,0.0,,,,0.0,8.0,56.0,,37.0,0.0,0.0,,0.0,,0.0,1.0,3.0,0.0,0.0,1.0,,,1673.0,0.0,,45.2,,,10.7,14,11,3,0,9,9,0,0,6,6,0,0,7,5,2,0,329,17,29,6,5,14,4,172,8,0,449,25,3897,465,274,12,33,64,563,25291,1,265,27,556,29,2472,45,96,84,196,6369,14,,No,8,110,3
,4362095,Byron Vaughns,LB,Baylor,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,3.0,22.0,,0.0,8.0,30.0,,,,,,,,,2.4,12,3,9,0,9,2,7,0,8,1,7,0,4,2,2,0,238,22,48,8,9,12,0,14,7,2,996,42,3156,442,263,7,15,49,347,22827,0,201,13,413,13,1378,18,60,64,177,4534,15,,No,10,49,3
2023.0,4362109,Al'Vonte Woodard,WR,Sam Houston State,Conference USA,0.0513,0.0928,0.0,0.0355,0.045,0.084,0.041,0.076,,,,,,,,,,26.0,,,,,,,31.0,,,,2.0,,,,,339.0,,,,10.9,,3.5,12,3,9,0,8,2,6,0,5,2,3,0,6,1,5,0,219,13,22,4,7,12,2,217,12,0,440,27,2668,448,282,13,15,61,506,21382,0,144,21,368,13,1069,17,51,65,183,3737,16,,No,2,42,8
2023.0,4362110,Malcolm Epps,TE,Pittsburgh,ACC,0.0128,0.0243,0.0,0.0098,0.013,0.02,0.006,0.021,,,,,,,,,,36.0,,,,,,,9.0,,,,0.0,,,,,115.0,,,,12.8,Coastal,4.3,12,3,9,0,8,2,6,0,6,3,3,0,5,0,5,0,195,10,20,9,6,12,1,141,12,1,488,26,2592,360,192,10,17,94,773,19883,0,108,23,356,10,1223,30,83,47,150,3815,21,,No,7,111,4
,4362132,Jalon Ferrell,S,UMass,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,10.0,,0.0,1.5,17.0,,,,,,,,,4.2,12,3,9,0,2,1,1,0,6,1,5,0,6,2,4,0,213,3,13,6,6,12,2,135,11,0,713,41,2569,348,212,8,14,96,851,21422,0,80,13,390,19,1706,18,54,55,151,4275,17,,No,9,35,3
,4362149,Keyshawn Paul,DB,Louisiana Tech,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.0,,0.0,9.0,,0.0,0.0,10.0,,,,,,,,,4.2,12,3,9,0,8,2,6,0,6,2,4,0,6,1,5,0,241,15,30,7,4,12,1,49,11,0,552,30,3131,422,269,5,16,81,753,21415,2,268,32,381,20,1495,16,66,46,155,4603,18,,No,4,63,3
2023.0,4362159,Alan Bowman,QB,Oklahoma State,Big 12,0.512,0.8728,0.0446,0.4641,0.502,0.624,0.405,0.648,452.0,,25.0,270.0,,,,12.0,,16.0,,,0.597,0.0,,0.0,1.0,0.0,1.0,,15.0,0.0,1.0,,,3079.0,6.8,0.7,,3.0,,5.8,14,10,4,0,10,7,3,0,7,6,1,0,5,3,2,0,303,11,20,6,10,14,1,194,16,0,651,34,3871,570,344,13,18,70,578,25144,0,42,12,449,29,2173,27,83,80,209,6044,22,,No,0,105,1
