,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
10,2023,4878681,Davis Warren,QB,Michigan,Big10,0.0065,0.0106,0.0037,0.0048,0.01,0.0,0.011,0.004,5.0,,2.0,0.0,,,,1.0,,4.0,,,0.0,,,,,,,,0.0,,,,,-4.0,0.0,-2.0,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
11,2023,4431536,Donovan Edwards,RB,Michigan,Big10,0.1668,0.0904,0.2216,0.1995,0.153,0.133,0.11,0.175,1.0,,119.0,1.0,,,,0.0,,83.0,,,1.0,,,,30.0,,,,5.0,,,,,780.0,34.0,4.2,,8.3,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
12,2023,4905609,Fredrick Moore,WR,Michigan,Big10,0.0044,0.0106,0.0,0.0024,0.003,0.012,0.004,0.008,,,,,,,,,,10.0,,,,,,,4.0,,,,0.0,,,,,32.0,,,,8.0,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
13,2023,5086021,Henry Donohue,RB,Michigan,Big10,0.0011,0.0,0.0019,0.0,0.003,0.0,0.0,0.004,,,1.0,,,,,,,3.0,,,,,,,,,,,0.0,,,,,3.0,,3.0,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
14,2023,4433970,J.J. McCarthy,QB,Michigan,Big10,0.4264,0.9229,0.0819,0.3558,0.43,0.584,0.365,0.583,332.0,,64.0,240.0,,,3.0,4.0,,22.0,0.0,,0.723,0.0,,1.0,0.0,0.0,0.0,,25.0,0.0,0.0,,,3193.0,9.0,3.2,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
15,2023,4361025,Jack Tuttle,QB,Michigan,Big10,0.0218,0.0452,0.0056,0.012,0.029,0.029,0.023,0.036,17.0,,4.0,15.0,,,,0.0,,18.0,,,0.882,0.0,,0.0,,0.0,1.0,,1.0,0.0,1.0,,,165.0,7.6,8.8,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
16,2023,4685311,Jayden Denegal,QB,Michigan,Big10,0.0098,0.0133,0.0074,0.0,0.016,0.023,0.015,0.02,5.0,,4.0,4.0,,,,0.0,,8.0,,,0.8,,,,,,,,1.0,,,,,60.0,10.0,2.5,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
17,2023,4429121,Kalel Mullings,RB,Michigan,Big10,0.0414,0.0053,0.067,0.0288,0.042,0.058,0.08,0.02,,26.0,36.0,,,,,,,68.0,,1.0,,0.0,,0.0,2.0,0.0,1.0,,1.0,0.0,2.0,,,280.0,,6.2,,16.0,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
18,2023,4870699,Karmello English,WR,Michigan,Big10,0.0011,0.0027,0.0,0.0,0.0,0.0,0.004,0.0,,8.0,,,,,,,,12.0,,1.0,,,,,1.0,,,,1.0,,,,,12.0,,,,4.0,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
19,2023,4572043,Leon Franklin,RB,Michigan,Big10,0.0131,0.0027,0.0205,0.0144,0.01,0.017,0.011,0.016,,,11.0,,,,,,,15.0,,,,,,,1.0,,,,1.0,,,,,39.0,,3.0,,6.0,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
20,2023,4695705,Marlin Klein,TE,Michigan,Big10,0.0011,0.0027,0.0,0.0024,0.0,0.0,0.0,0.0,,,,,,,,,,8.0,,,,,,,1.0,,,,0.0,,,,,8.0,,,,8.0,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
21,2023,4878695,Max Bredeson,TE,Michigan,Big10,0.0033,0.008,0.0,0.0024,0.007,0.0,0.0,0.008,,10.0,,,,,1.0,,,24.0,1.0,1.0,,,,,2.0,,,,0.0,,,,,29.0,,,,9.5,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
22,2023,4878686,Peyton O'Leary,WR,Michigan,Big10,0.0022,0.0053,0.0,0.0,0.007,0.0,0.0,0.008,,,,,,,,,,8.0,,,,,,,2.0,,,,1.0,,,,,13.0,,,,6.5,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
23,2023,4431492,Roman Wilson,WR,Michigan,Big10,0.06,0.1436,0.0019,0.0529,0.052,0.087,0.057,0.071,,,1.0,,,,,,,57.0,,,,,,,48.0,,,,12.0,,,,,799.0,,10.0,,16.4,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
24,2023,4899366,Semaj Morgan,WR,Michigan,Big10,0.0316,0.0665,0.0074,0.0192,0.046,0.04,0.038,0.044,,49.2,4.0,,,,1.0,,,194.0,1.0,15.0,,,,,22.0,,,,4.0,,,,,558.0,,16.8,,9.3,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
25,2023,4594984,Tavierre Dunlap,RB,Michigan,Big10,0.0055,0.0,0.0093,0.0072,0.003,0.006,0.008,0.0,,,5.0,,,,,,,7.0,,,,,,,,,,,0.0,,,,,21.0,,4.2,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
26,2023,4685464,Tyler Morris,WR,Michigan,Big10,0.0142,0.0346,0.0,0.0096,0.003,0.046,0.0,0.036,,8.8,,,,,1.0,,,68.0,0.0,10.0,,,,,13.0,,,,1.0,,,,,285.0,,,,15.2,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
27,2023,4361991,Cam Goode,DL,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1.0,11.0,,0.0,2.5,23.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
28,2023,4372062,Michael Barrett,LB,Michigan,Big10,,,,,,,,,,,,,,,0.0,,,,0.0,,,2.0,,5.0,2.0,3.0,36.0,,0.0,3.5,61.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
29,2023,4372065,German Green,DB,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,2.0,,0.0,0.0,3.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
30,2023,4427140,Trevor Keegan,OL,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
31,2023,4427736,Caden Kolesar,DB,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,0.0,4.0,,0.0,0.0,7.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
32,2023,4428414,Mike Sainristil,DB,Michigan,Big10,,,,,,,,,,38.7,,,,,,6.0,,,,,,6.0,,3.0,,2.0,20.0,,4.0,5.0,36.0,,,232.0,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
33,2023,4429005,Braiden McGregor,DE,Michigan,Big10,,,,,,,,,,0.0,,,,,1.0,,,0.0,0.0,1.0,,3.0,,7.0,0.0,4.5,13.0,,0.0,9.0,26.0,,,0.0,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
34,2023,4429058,Jaylen Harrell,DE,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,7.5,15.0,,0.0,10.0,30.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
35,2023,4429139,Makari Paige,DB,Michigan,Big10,,,,,,,,,,,,,,,0.0,,,,0.0,,,2.0,,1.0,1.0,0.0,15.0,,0.0,0.0,38.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
36,2023,4429913,Quinten Johnson,DB,Michigan,Big10,,,,,,,,,,2.0,,,,,,1.0,,,,,,4.0,,0.0,,0.0,19.0,,0.0,0.0,22.0,,,2.0,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
37,2023,4430915,Reece Atteberry,DL,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,2.0,,0.0,0.0,3.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,3.0,Yes
38,2023,4431212,Junior Colson,LB,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,0.0,40.0,,0.0,2.0,89.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
39,2023,4432260,Matthew Hibner,TE,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,2.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,4.0,Yes
40,2023,4432301,Kris Jenkins,DL,Michigan,Big10,,,,,,,,,,9.0,,,,,0.0,1.0,,,0.0,,,0.0,,3.0,1.0,2.0,16.0,,0.0,4.0,34.0,,,9.0,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
41,2023,4432661,Rayshaun Benny,DL,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,1.0,13.0,,0.0,5.5,27.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
42,2023,4572050,Keshaun Harris,DB,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,6.0,,0.0,1.5,11.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
43,2023,4572371,Josh Wallace,DB,Michigan,Big10,,,,,,,,,,,,,,,0.0,,,,0.0,,,4.0,,0.0,2.0,0.0,19.0,,0.0,2.0,28.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
44,2023,4575529,James Turner,PK,Michigan,Big10,,,,,,,,,,,,,21.0,18.0,,,,50.0,,,0.857,,119.0,,,,,,,,,66.0,65.0,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
45,2023,4596357,Kechaun Bennett,DE,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,3.0,,0.0,1.0,3.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
46,2023,4600387,TJ Guy,DE,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1.0,5.0,,0.0,1.5,10.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
47,2023,4603101,Rod Moore,DB,Michigan,Big10,,,,,,,,,,19.0,,,,,,2.0,,,,,,3.0,,0.0,,0.0,19.0,,0.0,1.0,34.0,,,38.0,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
48,2023,4611768,Jaydon Hood,LB,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,3.0,,0.0,0.0,13.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
49,2023,4682758,Tommy Doman,PK,Michigan,Big10,,,,,,,,,,,,,,,,,18.0,71.0,,53.0,,,,,,,,4.0,,,,,,2296.0,,,43.3,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
50,2023,4682983,Josaiah Stewart,DE,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,,5.5,19.0,,0.0,8.5,33.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
51,2023,4683118,Ja'Den McBurrows,DB,Michigan,Big10,,,,,,,,,,5.0,,,,,,1.0,,,,,,0.0,,0.0,,0.0,5.0,,0.0,2.0,7.0,,,5.0,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
52,2023,4685408,Will Johnson,DB,Michigan,Big10,,,,,,,,,,20.0,,,,,,4.0,,,,,,4.0,,0.0,,0.0,18.0,,2.0,1.0,23.0,,,80.0,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
53,2023,4685422,Kody Jones,DB,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
54,2023,4685461,Derrick Moore,DE,Michigan,Big10,,,,,,,,,,,,,,,0.0,,,,0.0,,,2.0,,4.0,1.0,5.0,20.0,,0.0,6.0,34.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
55,2023,4685507,Keon Sabb,DB,Michigan,Big10,,,,,,,,,,28.0,,,,,,2.0,,,,,,2.0,,0.0,,0.0,13.0,,2.0,1.0,22.0,,,56.0,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
56,2023,4690298,Jake Thaw,WR,Michigan,Big10,,,,,,,,,,22.3,,,,,1.0,,,48.0,0.0,17.0,,,,,0.0,,,,0.0,,,,,117.0,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
57,2023,4690305,Jerome Nichols,LB,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,2.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
58,2023,4701937,Myles Pollard,DB,Michigan,Big10,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,East,14.1,15,15,0,0,10,10,0,0,7,7,0,0,5,5,0,0,297,17,22,3,9,15,4,419,5,0,251,18,3205,361,260,18,24,45,412,29002,0,316,31,563,40,2536,38,84,74,173,5741,8,,No
